"GroupID","LocationID","Lockdown","ISOPleasant","ISOEventful","Human","Traffic","Natural","PA","N5","S","R","I","FS","T","LAeq","LA10_LA90","LC_LA","SIL3"
"RF327","RegentsParkFields","1",0.533243850892031,-0.00126259070606834,NA,NA,NA,13.2729568337884,13.1,1.47,0.0255,0.363,0.00412,0.158,53.75,10.43,9.71,42.09
"RF328","RegentsParkFields","1",0.471188772484735,-0.141681484301515,NA,NA,NA,6.37262799311725,6.24,1.4,0.0248,0.515,0.0135,0.0749,47.29,3.29,13.33,37.05
"RF329","RegentsParkFields","1",0.522731455986631,-0.158358667777157,NA,NA,NA,6.88200684559757,6.71,1.35,0.0245,0.582,0.0262,0.0729,48.45,6.56,13.3,36.55
"RF330","RegentsParkFields","1",0.471585862098064,-0.150132467338442,NA,NA,NA,5.4688130540715,5.38,1.28,0.0228,0.397,0.00291,0.0844,44.7,1.83,12.53,34.39
"RF331","RegentsParkFields","1",0.42908498510054,-0.117736075869032,NA,NA,NA,6.05484441987026,5.95,1.25,0.0243,0.505,0.00479,0.0747,46.44,2.43,12.93,35.79
"RF332","RegentsParkFields","1",0.505773598217544,-0.0750136386860163,NA,NA,NA,7.65432890842464,7.49,1.28,0.0292,0.464,0.0125,0.102,48.3,4.59,10,37.2
"RF333","RegentsParkFields","1",0.639207839767332,-0.0914978354836018,NA,NA,NA,8.36634082904036,8.17,1.55,0.0231,0.531,0.0292,0.149,49,7.01000000000001,8.34,39.59
"RF334","RegentsParkFields","1",0.465064656305464,-0.125384551611433,NA,NA,NA,8.99194270165875,8.81,1.38,0.0247,0.409,0.0195,0.158,48.95,5.64,14.53,38.42
"RF335","RegentsParkFields","1",0.323984400199801,-0.180966997595531,NA,NA,NA,6.3036687842119,6.18,1.26,0.0241,0.53,0.0114,0.0746,47.81,2.65000000000001,18.56,36.01
"RF336","RegentsParkFields","1",0.570345119812518,-0.107489765828148,NA,NA,NA,8.06080019036061,7.92,1.65,0.0263,0.447,0.0072,0.12,49.65,4.67,9.77,39.5
"RF337","RegentsParkFields","1",0.328164249527279,-0.199357462536087,NA,NA,NA,5.57715616631319,5.48,1.16,0.0229,0.365,0.0058,0.0801,45.7,1.74,18.33,33.67
"RF338","RegentsParkFields","1",0.456476886465105,-0.159769618884723,NA,NA,NA,6.10269464667513,5.99,1.32,0.0236,0.534,0.00875,0.103,46.44,2.72,13.28,35.14
"RF339","RegentsParkFields","1",0.364722882113322,-0.206719285087311,NA,NA,NA,10.0765655810255,9.89,1.38,0.0256,0.492,0.0157,0.0966,50.54,8.04000000000001,22.85,38.37
"RF340","RegentsParkFields","1",0.212693016977015,-0.209372026645627,NA,NA,NA,11.003954644437,10.8,1.23,0.03,0.655,0.0111,0.079,52.96,7.15,24.5,37.29
"RF341","RegentsParkFields","1",0.351885758369809,-0.13451617401215,NA,NA,NA,5.9751815425053,5.87,1.13,0.0244,0.382,0.00511,0.0591,46.79,1.94,14.1,34.35
"RF342","RegentsParkFields","1",0.428851921663204,-0.152819996284957,NA,NA,NA,8.0415366692625,7.87,1.36,0.0261,0.455,0.0179,0.148,49.8,6.16999999999999,17.66,38.33
"RF343","RegentsParkFields","1",0.54325163118684,-0.0689876160520236,NA,NA,NA,8.10050783639196,7.93,1.3,0.0243,0.457,0.02,0.184,49.82,8.01000000000001,12.1,39
"RF344","RegentsParkFields","1",0.683797356690387,-0.000946634088714704,NA,NA,NA,9.9857065090897,9.81,1.45,0.0232,0.453,0.0164,0.229,52.45,11.18,5.94,40.89
"RP301","RegentsParkJapan","1",0.702204350434198,-0.127889391352852,NA,NA,NA,7.64652582902469,7.52,1.76,0.0212,0.477,0.0107,0.147,48.91,5.86,8.47000000000001,38.54
"RP302","RegentsParkJapan","1",0.69532199047654,-0.0796846568376991,NA,NA,NA,9.49016168534216,9.15,1.85,0.0227,0.583,0.0183,0.249,52.39,7.05,6.97,41.58
"RP303","RegentsParkJapan","1",0.746022353120937,-0.0527569160256562,NA,NA,NA,9.70886180100327,9.23,1.9,0.0222,0.624,0.0206,0.175,52.5,9.33,5.14,42.6
"RP304","RegentsParkJapan","1",0.778851569624861,-0.124417516715938,NA,NA,NA,9.17516677646634,8.49,2,0.0203,0.484,0.0116,0.105,49.92,8.63,7.25,40.86
"RP305","RegentsParkJapan","1",0.498127407986815,-0.205684082280864,NA,NA,NA,12.0123756134556,10.7,2.12,0.0234,0.343,0.00939,0.0544,52.06,3.39,19.42,43.81
"RP306","RegentsParkJapan","1",0.584233067936103,-0.0852706802822269,NA,NA,NA,16.8054597198544,12.9,2.64,0.0207,0.298,0.00274,0.0552,56.76,1.06,9.02,50.14
"RP307","RegentsParkJapan","1",0.582607136249951,-0.0455071871881774,NA,NA,NA,20.7772740429966,15.3,2.77,0.0225,0.307,0.0067,0.0527,59.44,2.19,6.82000000000001,52.71
"RP308","RegentsParkJapan","1",0.549896718702154,-0.00499937240112971,NA,NA,NA,24.1471762253608,17.1,2.9,0.0234,0.291,0.00282,0.103,61.86,0.560000000000002,5.09,55.08
"RP309","RegentsParkJapan","1",0.518595654153375,0.0444743089689551,NA,NA,NA,34.1716902572211,22,3.22,0.0273,0.323,0.00379,0.0841,66.41,0.600000000000009,1.93000000000001,59.69
"RP310","RegentsParkJapan","1",0.491947767937069,0.0135520426978377,NA,NA,NA,51.6817845252373,28.8,3.75,0.0318,0.335,0.00505,0.0837,70.54,0.579999999999998,0.61999999999999,63.93
"RP311","RegentsParkJapan","1",0.465705879364587,0.0265424038611528,NA,NA,NA,51.1879332876465,28.9,3.69,0.0307,0.335,0.00384,0.0752,70.46,0.469999999999999,1.08000000000001,63.95
"RP312","RegentsParkJapan","1",0.454285107231952,0.0897086592739614,NA,NA,NA,28.4557791129641,20.9,2.72,0.0284,0.296,0.00456,0.123,64.49,1.05,4.23,57.07
"RP313","RegentsParkJapan","1",0.420465758523579,0.0759273083888943,NA,NA,NA,15.8553304284976,14.9,1.93,0.0257,0.261,0.00464,0.255,58.36,2.75,11.07,50.37
"RP314","RegentsParkJapan","1",0.318575563087355,-0.0957978925699154,NA,NA,NA,14.0261942515595,13.6,1.83,0.0262,0.326,0.0099,0.0841,55.51,3.37,20.85,46.21
"RP315","RegentsParkJapan","1",0.373884347372531,-0.151417647082401,NA,NA,NA,15.1336037275375,13.5,2.1,0.0262,0.322,0.0121,0.063,55.52,3,20.95,46.92
"RP316","RegentsParkJapan","1",0.449916040087203,-0.0781437206008178,NA,NA,NA,16.5584343913074,13.5,2.41,0.0226,0.329,0.00547,0.0245,57.22,0.880000000000003,13.48,50
"RP317","RegentsParkJapan","1",0.348241892432945,0.13141896689678,NA,NA,NA,54.0803994990736,32,3.45,0.0373,0.376,0.00585,0.0242,72.81,0.599999999999994,0.730000000000004,65.92
"RP318","RegentsParkJapan","1",0.458105222048773,0.0370608138240464,NA,NA,NA,46.2896918535935,27.3,3.52,0.0328,0.355,0.00452,0.0219,69.58,0.510000000000005,1.89,62.87
"RP319","RegentsParkJapan","1",0.481610900977353,0.0646938314012896,NA,NA,NA,43.4023202667704,26,3.47,0.0315,0.353,0.00396,0.0224,69.38,0.490000000000009,0.329999999999998,62.8
"RP320","RegentsParkJapan","1",0.544614683284678,-0.0256367763997864,NA,NA,NA,31.71274142668,20.2,3.29,0.0267,0.339,0.00729,0.031,64.92,0.5,4.13,58.47
"RP321","RegentsParkJapan","1",0.590968490043802,-0.0292683578449059,NA,NA,NA,23.2103016201,16.2,2.97,0.0243,0.331,0.00372,0.0462,61.14,0.670000000000002,4.73,54.65
"RP322","RegentsParkJapan","1",0.627939328526461,-0.0414209141826624,NA,NA,NA,14.7761651656336,11.6,2.57,0.0216,0.304,0.00295,0.0241,56.29,0.589999999999996,5.39,49.7
"RP323","RegentsParkJapan","1",0.614982524379172,-0.122638267608065,NA,NA,NA,10.7818204683801,9.09,2.33,0.0199,0.31,0.00405,0.0316,52.26,0.640000000000001,10.47,45.56
"RP324","RegentsParkJapan","1",0.691694473165219,-0.154741557835008,NA,NA,NA,9.79955940143314,8.39,2.28,0.0195,0.309,0.00366,0.109,50.15,0.900000000000006,9.63,43.15
"RP325","RegentsParkJapan","1",0.640741638811399,-0.134121141545206,NA,NA,NA,9.08193996059241,8.22,2.08,0.02,0.333,0.00577,0.104,50.47,2.64,11.14,42.64
"RP326","RegentsParkJapan","1",0.720421657395985,-0.167261241489139,NA,NA,NA,8.6344326844888,7.55,2.21,0.0178,0.347,0.00538,0.0942,49.34,2.85,9.54,41.87
"RP327","RegentsParkJapan","1",0.775354831739861,-0.166977943101745,NA,NA,NA,9.68336803500235,8.38,2.24,0.0181,0.437,0.011,0.122,50.17,5.78,7.96,41.92
"RP328","RegentsParkJapan","1",0.736841269185032,-0.172189956850207,NA,NA,NA,8.41437751391753,7.46,2.16,0.0179,0.349,0.00546,0.091,48.55,3,9.05,40.87
"RP329","RegentsParkJapan","1",0.666041930407621,-0.126128257851543,NA,NA,NA,10.2242704551228,8.84,2.24,0.0181,0.292,0.0033,0.118,50.92,1.48999999999999,9.43,43.88
"RP330","RegentsParkJapan","1",0.68905142444063,-0.0684298000324869,NA,NA,NA,16.2674899803776,12.2,2.74,0.0207,0.32,0.00297,0.0774,56.76,1.14,3.97,49.85
"RP331","RegentsParkJapan","1",0.590632489540626,-0.0392924758847014,NA,NA,NA,23.0203998476989,16,2.99,0.0232,0.316,0.00279,0.0295,60.98,0.530000000000001,4.74,54.39
"RP332","RegentsParkJapan","1",0.419608894152234,-0.0423614115898435,NA,NA,NA,31.9742230064857,21.3,3.09,0.0267,0.352,0.00442,0.0265,64.4,0.660000000000011,10.32,57.99
"RP333","RegentsParkJapan","1",0.505971433173528,0.0382608552493082,NA,NA,NA,41.9872946109021,25,3.51,0.03,0.364,0.00389,0.029,68.93,0.530000000000001,0.459999999999994,62.14
"RP334","RegentsParkJapan","1",0.632043767650136,-0.03730044852637,NA,NA,NA,18.597150233799,13.6,2.82,0.0231,0.313,0.00318,0.0209,58.76,0.670000000000002,4.35,52.33
"RP335","RegentsParkJapan","1",0.656569039844315,-0.141088766951622,NA,NA,NA,16.3405391568446,12.4,2.69,0.0227,0.465,0.0206,0.0915,57.5,5.51,9.84999999999999,49.68
"RS401","RussellSq","1",0.494260722882067,0.00370372341068687,NA,NA,NA,8.61753744219486,8.49,1.34,0.0247,0.385,0.00348,0.0662,51.22,5.13,11.09,40.91
"RS402","RussellSq","1",0.423245142369956,-0.0018502606907683,NA,NA,NA,12.3573556770421,12.2,1.36,0.0251,0.336,0.00258,0.387,54.68,5.85,16.23,43.48
"RS403","RussellSq","1",0.362548081526497,0.103333951720255,NA,NA,NA,28.2047558367112,27.7,1.64,0.0432,0.382,0.0141,0.365,64.72,10.01,11.76,51.12
"RS404","RussellSq","1",0.524897821381442,-0.051061805151553,NA,NA,NA,10.1721440887212,9.99,1.47,0.0242,0.399,0.0162,0.429,52.49,2.88,15.45,42.64
"RS405","RussellSq","1",0.403751399632899,0.0643474377626929,NA,NA,NA,19.1740501488002,18.7,1.43,0.0518,0.459,0.0161,0.4,61.35,11.02,13.02,47.38
"RS406","RussellSq","1",0.416834346002112,0.028846237474897,NA,NA,NA,14.9744862638861,14.7,1.6,0.0307,0.421,0.0167,0.377,57.41,6.5,15.07,47.95
"RS407","RussellSq","1",0.481825276706598,-0.0932717091994242,NA,NA,NA,9.85303494050581,9.65,1.54,0.0237,0.424,0.0242,0.305,51.99,2.62,17.85,42.94
"RS408","RussellSq","1",0.473785820432088,0.0502775073989955,NA,NA,NA,13.3916631053618,13.1,1.64,0.0287,0.44,0.0284,0.261,57.21,2.51,11.56,48.39
"RS409","RussellSq","1",0.49877387111508,-0.000109681172976273,NA,NA,NA,10.4704967627693,10.3,1.45,0.0261,0.374,0.0091,0.259,53.18,3.25,13.61,43.53
"RS410","RussellSq","1",0.364822289409713,0.0310201595630013,NA,NA,NA,12.7965611254676,12.6,1.33,0.03,0.342,0.00429,0.117,56.06,5.74,15.24,44.42
"RS411","RussellSq","1",0.423922190478781,-0.0589209921317454,NA,NA,NA,10.3505315086602,10.2,1.37,0.0256,0.369,0.00445,0.194,52.96,3.62,17.54,41.59
"RS412","RussellSq","1",0.434811291435508,0.0419696356091775,NA,NA,NA,11.4654135808252,11.3,1.46,0.0271,0.362,0.00363,0.0589,54.74,3.98999999999999,12.26,44.79
"RS413","RussellSq","1",0.44981000018737,0.0220305616298902,NA,NA,NA,11.6701463931822,11.5,1.48,0.0259,0.403,0.00622,0.234,54.55,5.27,13.12,44.63
"RS414","RussellSq","1",0.541802368293178,-0.060055448759428,NA,NA,NA,9.45287313231961,9.31,1.54,0.0231,0.44,0.00831,0.178,51.31,2.04,12.71,41.31
"RS415","RussellSq","1",0.411857759199256,0.0612796842803056,NA,NA,NA,12.8094020024001,12.6,1.49,0.0303,0.377,0.00706,0.148,56.84,4.56,12.76,46.61
"RS416","RussellSq","1",0.467185462856754,0.0676658065411444,NA,NA,NA,12.1298170769528,11.9,1.46,0.0341,0.466,0.00849,0.132,56.16,4.22000000000001,10.81,45.73
"RS417","RussellSq","1",0.385305255495517,-0.00573443815758093,NA,NA,NA,11.5874333923783,11.4,1.4,0.0291,0.473,0.00626,0.1,55.01,3.54,16.87,44.24
"RS418","RussellSq","1",0.314554566024914,-0.0452831336863267,NA,NA,NA,12.9040668185043,12.7,1.26,0.0295,0.358,0.00668,0.148,55.21,5.75,20.57,42.69
"RS419","RussellSq","1",0.449082231982433,0.0601735296964711,NA,NA,NA,12.4819477680947,12.3,1.27,0.0286,0.32,0.00339,0.384,55.81,3.92,14.47,44.59
"RS420","RussellSq","1",0.484471773838843,-0.0209338475195572,NA,NA,NA,11.3521974045877,11.2,1.54,0.0235,0.39,0.00571,0.276,52.57,7.36,12.64,42.96
"RS421","RussellSq","1",0.446730069312088,0.078070219105662,NA,NA,NA,13.2999800634244,13.1,1.48,0.028,0.336,0.00699,0.355,56.43,6.84,11.83,46.75
"RS422","RussellSq","1",0.372915044898212,0.060805333807878,NA,NA,NA,13.5988258079616,13.4,1.41,0.0269,0.406,0.0077,0.0886,56.83,6.51000000000001,11.78,45.38
"RS423","RussellSq","1",0.439657808841877,0.0237193144591591,NA,NA,NA,11.1622866531811,11,1.46,0.0272,0.339,0.00335,0.128,54.61,4.69,12.62,44.15
"RS424","RussellSq","1",0.433193188053198,0.0390541541826311,NA,NA,NA,10.1434074389197,10,1.42,0.0254,0.32,0.00321,0.0661,53.61,7.77,10.17,43.2
"RS425","RussellSq","1",0.532662082317375,-0.00399179116655232,NA,NA,NA,7.95711591924443,7.84,1.37,0.0232,0.364,0.00424,0.07,50.24,4.72000000000001,9.9,40.31
"RS426","RussellSq","1",0.408036424365484,0.095874638004389,NA,NA,NA,12.5857961921988,12.4,1.4,0.0278,0.366,0.00534,0.0521,55.65,9.33000000000001,8.3,45
"RS427","RussellSq","1",0.457499335965905,0.0187280701385333,NA,NA,NA,11.3679893716164,11.2,1.6,0.0263,0.404,0.00576,0.0877,54.74,4.98,10.69,44.78
"RS428","RussellSq","1",0.413301109609849,0.0702397491682937,NA,NA,NA,13.0926419619405,12.9,1.54,0.0291,0.362,0.00398,0.105,56.78,5.91,10.91,46.59
"RS429","RussellSq","1",0.517440396808229,-0.0125036380793345,NA,NA,NA,8.30385616739431,8.17,1.38,0.0254,0.351,0.00543,0.108,51.47,3.06,11.65,41.03
"RS430","RussellSq","1",0.452735366847336,-0.017507461234558,NA,NA,NA,11.0597547649841,10.9,1.52,0.0251,0.465,0.00605,0.142,52.98,9.49,10.54,42.12
"RS431","RussellSq","1",0.474908437437352,-0.020175535189813,NA,NA,NA,11.1577654168637,11,1.63,0.0248,0.488,0.00572,0.137,53.24,7.17,10.8,43.3
"RS432","RussellSq","1",0.388667793506641,0.0678887732107939,NA,NA,NA,14.3156170948002,14.1,1.67,0.0283,0.375,0.00809,0.174,57.79,7.82,11.3,48.39
"RS433","RussellSq","1",0.467959289055612,0.00609299594461865,NA,NA,NA,9.84400870114745,9.69,1.47,0.0249,0.454,0.00786,0.135,52.89,7.58,10.24,42.52
"RS434","RussellSq","1",0.399880016435036,0.129067991216417,NA,NA,NA,12.8032208349326,12.6,1.48,0.0303,0.389,0.00551,0.0725,58.4,5.82,8.34,47.67
"RS435","RussellSq","1",0.501242268948442,-0.0334821558390685,NA,NA,NA,8.99112005252561,8.82,1.43,0.0265,0.457,0.0134,0.0849,51.68,5.49,10.96,40.85
"RS436","RussellSq","1",0.4086411249333,0.128370936758582,NA,NA,NA,15.2355941483386,15,1.53,0.0328,0.398,0.00401,0.0798,58.43,7.06,8.79,48.28
"RS437","RussellSq","1",0.510687020339636,-0.0690508060624191,NA,NA,NA,8.27471475407716,8.13,1.48,0.0226,0.509,0.0133,0.182,50.06,6.09999999999999,13.1,40.52
"RS438","RussellSq","1",0.425131874791122,0.130154182630988,NA,NA,NA,15.2234181681106,15,1.53,0.0305,0.314,0.00471,0.154,58.45,4.85,9.81999999999999,48.81
"RS439","RussellSq","1",0.439669308226229,0.0169096788340277,NA,NA,NA,11.3806601028089,11.2,1.42,0.0262,0.393,0.00932,0.104,53.62,5.34,13.08,43.78
"RS440","RussellSq","1",0.372394297144185,0.068058222158456,NA,NA,NA,13.6197221727942,13.4,1.54,0.0274,0.371,0.012,0.141,56.66,11.53,9.71000000000001,46.4
"SM401","SanMarco","1",0.324315580884132,-0.204477380361194,NA,NA,NA,6.29128816644561,6.17,0.92,0.0272,0.323,0.00588,0.14,48.05,2.11,17.39,32.16
"SM402","SanMarco","1",0.258056614648944,-0.124456628842437,NA,NA,NA,7.75153370176301,7.61,0.939,0.0287,0.316,0.00498,0.17,51.16,2.04,16.78,34.81
"SM403","SanMarco","1",0.362150356670417,-0.110186568639617,NA,NA,NA,7.05110053614596,6.93,1.13,0.0264,0.332,0.00387,0.084,49.09,2.02,13.94,36.57
"SM404","SanMarco","1",0.279015225239834,-0.193929592932195,NA,NA,NA,7.93173988765179,7.79,1.11,0.0266,0.383,0.00753,0.0688,49.38,3.73,20.95,35.89
"SM405","SanMarco","1",0.409582507988628,-0.14317236683651,NA,NA,NA,6.82244013899306,6.7,1.16,0.0255,0.399,0.0066,0.0624,48.86,4.41,14.07,35.76
"SM406","SanMarco","1",0.308015709525099,-0.253716906388035,NA,NA,NA,7.56491816613863,7.44,1.25,0.0244,0.459,0.00637,0.0269,48.27,4.04,22.15,35.53
"SM407","SanMarco","1",0.362539337151404,-0.24824700360807,NA,NA,NA,7.21357465508421,7.1,1.3,0.0223,0.454,0.00673,0.06,47.48,3.98999999999999,20.3,35.69
"SM408","SanMarco","1",0.310194403578397,-0.294641623880537,NA,NA,NA,7.32744436937877,7.2,1.16,0.0244,0.41,0.00811,0.035,47.98,5.56,23.59,33.62
"SM409","SanMarco","1",0.378804682260281,-0.222159957760052,NA,NA,NA,6.17914412506225,6.07,1.09,0.0238,0.385,0.00672,0.0562,46.59,3.26,17.72,33.66
"SM410","SanMarco","1",0.319216626739056,-0.209980523959805,NA,NA,NA,8.72579850165597,8.56,1.22,0.0291,0.488,0.00878,0.106,49.85,5.51,22.16,36.86
"SM411","SanMarco","1",0.286159397214097,-0.169895254354984,NA,NA,NA,6.89218966235226,6.77,0.975,0.027,0.313,0.00398,0.0685,49.06,2.46,18.01,34.14
"SM412","SanMarco","1",0.586802241324123,-0.0725572615464632,NA,NA,NA,11.777226399061,11.3,1.19,0.0828,0.322,0.00355,0.377,55.47,7.6,14.99,38.03
"SM413","SanMarco","1",0.365877852804683,0.0572488346472193,NA,NA,NA,14.5324195667361,14.3,1.13,0.0333,0.356,0.00407,0.0877,56.33,11.34,11.01,41
"SM414","SanMarco","1",0.303412437261408,-0.161905736798765,NA,NA,NA,7.45251471548715,7.32,1.06,0.0277,0.407,0.00448,0.0823,49.29,2.73,18.06,35.37
"SM415","SanMarco","1",0.418279459820915,-0.174913051337387,NA,NA,NA,7.0267269899549,6.89,1.04,0.0239,0.447,0.0134,0.0563,47.44,6.01,15.81,34.49
"SM416","SanMarco","1",0.326134943896196,-0.259371992671526,NA,NA,NA,5.88181242953173,5.78,1.06,0.0237,0.426,0.0052,0.0515,46.43,2.09,19.93,32.66
"SM417","SanMarco","1",0.406788302135756,-0.170769173798045,NA,NA,NA,6.65242142205275,6.53,1.04,0.0258,0.346,0.00684,0.0833,47.81,4.83,15.63,34.19
"SM418","SanMarco","1",0.623002513073713,0.196328788881915,NA,NA,NA,15.8562808723776,15.5,1.19,0.0398,0.252,0.0192,1.02,61.14,16.05,7.09,45.68
"SM419","SanMarco","1",0.456969534094915,-0.287873404473284,NA,NA,NA,6.05057335717913,5.95,1.17,0.0214,0.343,0.00746,0.0677,44.74,4.5,17.76,32.18
"SM420","SanMarco","1",0.787110039518713,0.116337713454459,NA,NA,NA,12.1270353661155,11.8,1.15,0.049,0.208,0.0118,0.955,57.67,16.28,5.35,41.5
"SM501","SanMarco","1",0.525416545565283,-0.0963935494224998,NA,NA,NA,6.50420608983079,6.39,1.23,0.024,0.351,0.00704,0.0525,47.77,3.83,7.27,35.88
"SM502","SanMarco","1",0.572629420826064,-0.117588338797168,NA,NA,NA,5.96143397349244,5.85,1.17,0.0236,0.35,0.00888,0.089,46.65,4.84,7.18,34.63
"SM503","SanMarco","1",0.638669710026363,-0.159477546390904,NA,NA,NA,5.89739668687941,5.73,1.22,0.0349,0.502,0.015,0.0884,46.53,5.70999999999999,8.28,34.21
"SM504","SanMarco","1",0.483051672983822,-0.176395583349861,NA,NA,NA,8.49409410746607,8.36,1.54,0.0236,0.379,0.00761,0.0798,49.4,7.69,16.4,39.3
"SM505","SanMarco","1",0.352828813877505,-0.128721253551596,NA,NA,NA,6.83363420473089,6.72,1.06,0.0254,0.305,0.00345,0.104,48.58,3.46,16.68,36.25
"SM506","SanMarco","1",0.307583780554484,-0.161928983460155,NA,NA,NA,7.22883854601141,7.1,1,0.0278,0.419,0.00388,0.172,49.31,2.37,17.98,34.67
"SM507","SanMarco","1",0.438330156922608,-0.236293888059867,NA,NA,NA,5.67026078924071,5.57,1.09,0.0238,0.409,0.00533,0.118,45.49,3.64,17.22,33
"SM508","SanMarco","1",0.424832979121802,-0.222123869173846,NA,NA,NA,6.1883295217259,6.07,1.15,0.0245,0.362,0.00924,0.0424,46.52,4.49,17.02,34.15
"SM509","SanMarco","1",0.471650452595317,-0.201966592560522,NA,NA,NA,5.72379704447633,5.62,1.12,0.0228,0.353,0.00805,0.0828,46.08,4.55,14.38,33.61
"SM510","SanMarco","1",0.497479586170037,-0.217319689908722,NA,NA,NA,5.05993665958757,4.97,1.04,0.0228,0.337,0.00521,0.107,44.6,3.8,13.83,32.03
"SM511","SanMarco","1",0.427072218048246,-0.107701471408326,NA,NA,NA,6.92331301800066,6.8,1.18,0.0254,0.349,0.00667,0.136,48.76,3.13,12.61,36.86
"SM512","SanMarco","1",0.591911881194494,-0.198990054494007,NA,NA,NA,6.12261334367858,6.01,1.1,0.0241,0.356,0.00788,0.106,46.13,7.85,10.23,31.82
"SM513","SanMarco","1",0.494751463971497,-0.226275349557465,NA,NA,NA,5.50018834811165,5.4,1.19,0.0234,0.385,0.00667,0.0463,45.7,5.11000000000001,14.91,33.56
"SM514","SanMarco","1",0.595672461580502,-0.0770911609209536,NA,NA,NA,6.80422669736953,6.67,1.13,0.0258,0.327,0.0106,0.111,48.94,8.15,5.76000000000001,34.98
"SM515","SanMarco","1",0.452103652476783,-0.254834509267866,NA,NA,NA,6.38470547547061,6.26,0.985,0.026,0.362,0.00858,0.105,47.09,8.32,18.23,31.42
"SM516","SanMarco","1",0.504274945344265,-0.289682050341965,NA,NA,NA,5.49355913273222,5.38,1.02,0.0237,0.381,0.0119,0.111,45.39,7.81,17.21,30.41
"SM517","SanMarco","1",0.539821849251903,-0.257298088625012,NA,NA,NA,5.83892950618459,5.72,1.16,0.0228,0.464,0.0137,0.151,45.79,7.97,16.25,32.85
"SM518","SanMarco","1",0.475630363349712,-0.255091919453619,NA,NA,NA,5.54144771373315,5.43,1.02,0.0243,0.356,0.00986,0.112,46.42,7.03,16.5,31.26
"SM519","SanMarco","1",0.517188882479687,-0.3189413490992,NA,NA,NA,4.33547958832129,4.26,0.956,0.0215,0.358,0.00403,0.0586,42.27,4.88,16.21,28.28
"SM520","SanMarco","1",0.429976444854314,-0.304351322596402,NA,NA,NA,5.68322801695493,5.59,0.903,0.0226,0.337,0.00417,0.168,44.73,5.77,19.9,29.39
"SC201","StPaulsCross","1",0.468893227610505,-0.0138052882346783,NA,NA,NA,9.62630259139244,9.47,1.38,0.0281,0.429,0.00437,0.171,52.39,3.71,12.55,41.66
"SC202","StPaulsCross","1",0.446631965488211,0.00992117019459775,NA,NA,NA,10.16066076672,10,1.33,0.0285,0.512,0.00353,0.113,53.33,3.34,12.87,42.19
"SC203","StPaulsCross","1",0.420657995053846,0.0861141962951545,NA,NA,NA,10.9814869135525,10.8,1.37,0.0291,0.362,0.00627,0.0723,55.3,4.12,9.66,44.57
"SC204","StPaulsCross","1",0.446647679557465,0.0622004303445372,NA,NA,NA,10.5765349295161,10.4,1.38,0.028,0.366,0.00767,0.165,54.34,4.93,9.16999999999999,43.57
"SC205","StPaulsCross","1",0.358667123844528,0.129609477944974,NA,NA,NA,15.5417256810129,15.3,1.43,0.0327,0.333,0.0049,0.189,59.22,5.42,10.51,47.24
"SC206","StPaulsCross","1",0.36430695292721,-0.0458388810110679,NA,NA,NA,12.7105861178154,12.5,1.74,0.0305,0.944,0.00731,0.105,55.41,4.11,12.96,44.43
"SC207","StPaulsCross","1",0.289322138044768,0.120421384516381,NA,NA,NA,15.7201355200052,15.5,1.52,0.0292,0.352,0.00495,0.132,58.27,8.31,10.46,47.8
"SC208","StPaulsCross","1",0.473220555914874,0.0442372742743621,NA,NA,NA,10.7796066587911,10.6,1.4,0.0276,0.408,0.00856,0.122,53.89,3.56,9.22,43.11
"SC209","StPaulsCross","1",0.33813864725432,0.0625571433921544,NA,NA,NA,13.4174205384994,13.2,1.47,0.0305,0.357,0.00727,0.146,57.03,6.37,11.65,45.5
"SC210","StPaulsCross","1",0.358284686358937,0.0445490725873657,NA,NA,NA,13.1876853862946,13,1.48,0.0284,0.356,0.00359,0.108,55.58,6.92,10.52,44.23
