"GroupID","LocationID","Lockdown","ISOPleasant","ISOEventful","Human","Traffic","Natural","PA","N5","S","R","I","FS","T","LAeq","LA10_LA90","LC_LA"
"RF327","RegentsParkFields","1",0.569921891985537,-0.00351722913006295,NA,NA,NA,13.2729568337884,13.1,1.47,0.0255,0.363,0.00412,0.158,53.75,10.43,9.71
"RF328","RegentsParkFields","1",0.502513973470009,-0.151006606717623,NA,NA,NA,6.37262799311725,6.24,1.4,0.0248,0.515,0.0135,0.0749,47.29,3.29,13.33
"RF329","RegentsParkFields","1",0.566555828142965,-0.13730297290342,NA,NA,NA,6.88200684559757,6.71,1.35,0.0245,0.582,0.0262,0.0729,48.45,6.56,13.3
"RF330","RegentsParkFields","1",0.525289002271404,-0.169216213843566,NA,NA,NA,5.4688130540715,5.38,1.28,0.0228,0.397,0.00291,0.0844,44.7,1.83,12.53
"RF331","RegentsParkFields","1",0.501546199258106,-0.133513159414939,NA,NA,NA,6.05484441987026,5.95,1.25,0.0243,0.505,0.00479,0.0747,46.44,2.43,12.93
"RF332","RegentsParkFields","1",0.549414973544512,-0.106046677085302,NA,NA,NA,7.65432890842464,7.49,1.28,0.0292,0.464,0.0125,0.102,48.3,4.59,10
"RF333","RegentsParkFields","1",0.616482157573612,-0.147683286770848,NA,NA,NA,8.36634082904036,8.17,1.55,0.0231,0.531,0.0292,0.149,49,7.01000000000001,8.34
"RF334","RegentsParkFields","1",0.50149177684795,-0.107948339502801,NA,NA,NA,8.99194270165875,8.81,1.38,0.0247,0.409,0.0195,0.158,48.95,5.64,14.53
"RF335","RegentsParkFields","1",0.414226998502479,-0.116187856787058,NA,NA,NA,6.3036687842119,6.18,1.26,0.0241,0.53,0.0114,0.0746,47.81,2.65000000000001,18.56
"RF336","RegentsParkFields","1",0.527457324544922,-0.125111976372223,NA,NA,NA,8.06080019036061,7.92,1.65,0.0263,0.447,0.0072,0.12,49.65,4.67,9.77
"RF337","RegentsParkFields","1",0.435185407568334,-0.135159906101831,NA,NA,NA,5.57715616631319,5.48,1.16,0.0229,0.365,0.0058,0.0801,45.7,1.74,18.33
"RF338","RegentsParkFields","1",0.504788883653543,-0.144699590428034,NA,NA,NA,6.10269464667513,5.99,1.32,0.0236,0.534,0.00875,0.103,46.44,2.72,13.28
"RF339","RegentsParkFields","1",0.430194160673897,-0.081173685030169,NA,NA,NA,10.0765655810255,9.89,1.38,0.0256,0.492,0.0157,0.0966,50.54,8.04000000000001,22.85
"RF340","RegentsParkFields","1",0.336773628415563,-0.00586757833105448,NA,NA,NA,11.003954644437,10.8,1.23,0.03,0.655,0.0111,0.079,52.96,7.15,24.5
"RF341","RegentsParkFields","1",0.468882918219276,-0.111136602233005,NA,NA,NA,5.9751815425053,5.87,1.13,0.0244,0.382,0.00511,0.0591,46.79,1.94,14.1
"RF342","RegentsParkFields","1",0.471070712280649,-0.0871946528287977,NA,NA,NA,8.0415366692625,7.87,1.36,0.0261,0.455,0.0179,0.148,49.8,6.16999999999999,17.66
"RF343","RegentsParkFields","1",0.586244523307225,-0.0741847875533459,NA,NA,NA,8.10050783639196,7.93,1.3,0.0243,0.457,0.02,0.184,49.82,8.01000000000001,12.1
"RF344","RegentsParkFields","1",0.684161571556807,-0.031136755767901,NA,NA,NA,9.9857065090897,9.81,1.45,0.0232,0.453,0.0164,0.229,52.45,11.18,5.94
"RP301","RegentsParkJapan","1",0.741702924776398,-0.0821766163308101,NA,NA,NA,7.64652582902469,7.52,1.76,0.0212,0.477,0.0107,0.147,48.91,5.86,8.47000000000001
"RP302","RegentsParkJapan","1",0.70996163469502,-0.017931383731977,NA,NA,NA,9.49016168534216,9.15,1.85,0.0227,0.583,0.0183,0.249,52.39,7.05,6.97
"RP303","RegentsParkJapan","1",0.747814614203577,-0.0393020579144214,NA,NA,NA,9.70886180100327,9.23,1.9,0.0222,0.624,0.0206,0.175,52.5,9.33,5.14
"RP304","RegentsParkJapan","1",0.761727928329573,-0.106982943152196,NA,NA,NA,9.17516677646634,8.49,2,0.0203,0.484,0.0116,0.105,49.92,8.63,7.25
"RP305","RegentsParkJapan","1",0.541278290965429,-0.0877278556625316,NA,NA,NA,12.0123756134556,10.7,2.12,0.0234,0.343,0.00939,0.0544,52.06,3.39,19.42
"RP306","RegentsParkJapan","1",0.570463422200695,-0.0629498007808288,NA,NA,NA,16.8054597198544,12.9,2.64,0.0207,0.298,0.00274,0.0552,56.76,1.06,9.02
"RP307","RegentsParkJapan","1",0.562906876651777,-0.0342710278958202,NA,NA,NA,20.7772740429966,15.3,2.77,0.0225,0.307,0.0067,0.0527,59.44,2.19,6.82000000000001
"RP308","RegentsParkJapan","1",0.532244166951348,0.00887873705033809,NA,NA,NA,24.1471762253608,17.1,2.9,0.0234,0.291,0.00282,0.103,61.86,0.560000000000002,5.09
"RP309","RegentsParkJapan","1",0.501513159489374,0.0475752450445357,NA,NA,NA,34.1716902572211,22,3.22,0.0273,0.323,0.00379,0.0841,66.41,0.600000000000009,1.93000000000001
"RP310","RegentsParkJapan","1",0.463603872776002,0.0483465353609192,NA,NA,NA,51.6817845252373,28.8,3.75,0.0318,0.335,0.00505,0.0837,70.54,0.579999999999998,0.61999999999999
"RP311","RegentsParkJapan","1",0.45812164257164,0.0560887914243889,NA,NA,NA,51.1879332876465,28.9,3.69,0.0307,0.335,0.00384,0.0752,70.46,0.469999999999999,1.08000000000001
"RP312","RegentsParkJapan","1",0.504948729037041,0.0909954392627821,NA,NA,NA,28.4557791129641,20.9,2.72,0.0284,0.296,0.00456,0.123,64.49,1.05,4.23
"RP313","RegentsParkJapan","1",0.530048236865812,0.110500519701452,NA,NA,NA,15.8553304284976,14.9,1.93,0.0257,0.261,0.00464,0.255,58.36,2.75,11.07
"RP314","RegentsParkJapan","1",0.465847725670706,0.0312530103819533,NA,NA,NA,14.0261942515595,13.6,1.83,0.0262,0.326,0.0099,0.0841,55.51,3.37,20.85
"RP315","RegentsParkJapan","1",0.462801266595678,-0.0165914961958824,NA,NA,NA,15.1336037275375,13.5,2.1,0.0262,0.322,0.0121,0.063,55.52,3,20.95
"RP316","RegentsParkJapan","1",0.507449389537154,-0.0273416289967443,NA,NA,NA,16.5584343913074,13.5,2.41,0.0226,0.329,0.00547,0.0245,57.22,0.880000000000003,13.48
"RP317","RegentsParkJapan","1",0.425315487534896,0.129055066314595,NA,NA,NA,54.0803994990736,32,3.45,0.0373,0.376,0.00585,0.0242,72.81,0.599999999999994,0.730000000000004
"RP318","RegentsParkJapan","1",0.458875566320747,0.0541444612172757,NA,NA,NA,46.2896918535935,27.3,3.52,0.0328,0.355,0.00452,0.0219,69.58,0.510000000000005,1.89
"RP319","RegentsParkJapan","1",0.477758940892626,0.0585976985907535,NA,NA,NA,43.4023202667704,26,3.47,0.0315,0.353,0.00396,0.0224,69.38,0.490000000000009,0.329999999999998
"RP320","RegentsParkJapan","1",0.497862796657829,-0.00734509290010616,NA,NA,NA,31.71274142668,20.2,3.29,0.0267,0.339,0.00729,0.031,64.92,0.5,4.13
"RP321","RegentsParkJapan","1",0.548986523568408,-0.0275361923476042,NA,NA,NA,23.2103016201,16.2,2.97,0.0243,0.331,0.00372,0.0462,61.14,0.670000000000002,4.73
"RP322","RegentsParkJapan","1",0.616246378225865,-0.0674273960901321,NA,NA,NA,14.7761651656336,11.6,2.57,0.0216,0.304,0.00295,0.0241,56.29,0.589999999999996,5.39
"RP323","RegentsParkJapan","1",0.622116340249025,-0.112613026648218,NA,NA,NA,10.7818204683801,9.09,2.33,0.0199,0.31,0.00405,0.0316,52.26,0.640000000000001,10.47
"RP324","RegentsParkJapan","1",0.670024303581019,-0.133837236195535,NA,NA,NA,9.79955940143314,8.39,2.28,0.0195,0.309,0.00366,0.109,50.15,0.900000000000006,9.63
"RP325","RegentsParkJapan","1",0.659091575190713,-0.10038089804807,NA,NA,NA,9.08193996059241,8.22,2.08,0.02,0.333,0.00577,0.104,50.47,2.64,11.14
"RP326","RegentsParkJapan","1",0.699127985318123,-0.14443358846777,NA,NA,NA,8.6344326844888,7.55,2.21,0.0178,0.347,0.00538,0.0942,49.34,2.85,9.54
"RP327","RegentsParkJapan","1",0.727328471272742,-0.134965116796664,NA,NA,NA,9.68336803500235,8.38,2.24,0.0181,0.437,0.011,0.122,50.17,5.78,7.96
"RP328","RegentsParkJapan","1",0.719729599322516,-0.153464392048351,NA,NA,NA,8.41437751391753,7.46,2.16,0.0179,0.349,0.00546,0.091,48.55,3,9.05
"RP329","RegentsParkJapan","1",0.663974496863384,-0.110023205950126,NA,NA,NA,10.2242704551228,8.84,2.24,0.0181,0.292,0.0033,0.118,50.92,1.48999999999999,9.43
"RP330","RegentsParkJapan","1",0.63086328313136,-0.0747527953219828,NA,NA,NA,16.2674899803776,12.2,2.74,0.0207,0.32,0.00297,0.0774,56.76,1.14,3.97
"RP331","RegentsParkJapan","1",0.550376620257418,-0.0354892550235315,NA,NA,NA,23.0203998476989,16,2.99,0.0232,0.316,0.00279,0.0295,60.98,0.530000000000001,4.74
"RP332","RegentsParkJapan","1",0.434496238110624,0.0158773227545333,NA,NA,NA,31.9742230064857,21.3,3.09,0.0267,0.352,0.00442,0.0265,64.4,0.660000000000011,10.32
"RP333","RegentsParkJapan","1",0.482864919310283,0.0445648972947644,NA,NA,NA,41.9872946109021,25,3.51,0.03,0.364,0.00389,0.029,68.93,0.530000000000001,0.459999999999994
"RP334","RegentsParkJapan","1",0.590199299108893,-0.0564980851019516,NA,NA,NA,18.597150233799,13.6,2.82,0.0231,0.313,0.00318,0.0209,58.76,0.670000000000002,4.35
"RP335","RegentsParkJapan","1",0.581584884227596,-0.073450043355816,NA,NA,NA,16.3405391568446,12.4,2.69,0.0227,0.465,0.0206,0.0915,57.5,5.51,9.84999999999999
"RS401","RussellSq","1",0.535399819835862,-0.0502965762084265,NA,NA,NA,8.61753744219486,8.49,1.34,0.0247,0.385,0.00348,0.0662,51.22,5.13,11.09
"RS402","RussellSq","1",0.425792303743243,0.0736908077807775,NA,NA,NA,12.3573556770421,12.2,1.36,0.0251,0.336,0.00258,0.387,54.68,5.85,16.23
"RS403","RussellSq","1",0.345737967517448,0.215176345482067,NA,NA,NA,28.2047558367112,27.7,1.64,0.0432,0.382,0.0141,0.365,64.72,10.01,11.76
"RS404","RussellSq","1",0.489637595998744,0.00122460786374845,NA,NA,NA,10.1721440887212,9.99,1.47,0.0242,0.399,0.0162,0.429,52.49,2.88,15.45
"RS405","RussellSq","1",0.334540292997924,0.182336825005664,NA,NA,NA,19.1740501488002,18.7,1.43,0.0518,0.459,0.0161,0.4,61.35,11.02,13.02
"RS406","RussellSq","1",0.399202093952424,0.0714764308139656,NA,NA,NA,14.9744862638861,14.7,1.6,0.0307,0.421,0.0167,0.377,57.41,6.5,15.07
"RS407","RussellSq","1",0.470469815703264,-0.0519686015360531,NA,NA,NA,9.85303494050581,9.65,1.54,0.0237,0.424,0.0242,0.305,51.99,2.62,17.85
"RS408","RussellSq","1",0.473296548236963,0.0253599348957031,NA,NA,NA,13.3916631053618,13.1,1.64,0.0287,0.44,0.0284,0.261,57.21,2.51,11.56
"RS409","RussellSq","1",0.497672242095966,-0.00156380106502463,NA,NA,NA,10.4704967627693,10.3,1.45,0.0261,0.374,0.0091,0.259,53.18,3.25,13.61
"RS410","RussellSq","1",0.416723725957886,0.0572033786132974,NA,NA,NA,12.7965611254676,12.6,1.33,0.03,0.342,0.00429,0.117,56.06,5.74,15.24
"RS411","RussellSq","1",0.450539417421894,0.0012627557905377,NA,NA,NA,10.3505315086602,10.2,1.37,0.0256,0.369,0.00445,0.194,52.96,3.62,17.54
"RS412","RussellSq","1",0.484764071145718,0.00128774592741354,NA,NA,NA,11.4654135808252,11.3,1.46,0.0271,0.362,0.00363,0.0589,54.74,3.98999999999999,12.26
"RS413","RussellSq","1",0.467082763905057,0.0212074536401373,NA,NA,NA,11.6701463931822,11.5,1.48,0.0259,0.403,0.00622,0.234,54.55,5.27,13.12
"RS414","RussellSq","1",0.547100170454917,-0.0663022034911721,NA,NA,NA,9.45287313231961,9.31,1.54,0.0231,0.44,0.00831,0.178,51.31,2.04,12.71
"RS415","RussellSq","1",0.443631321161719,0.0501228617647117,NA,NA,NA,12.8094020024001,12.6,1.49,0.0303,0.377,0.00706,0.148,56.84,4.56,12.76
"RS416","RussellSq","1",0.478511090362283,0.0362139195555605,NA,NA,NA,12.1298170769528,11.9,1.46,0.0341,0.466,0.00849,0.132,56.16,4.22000000000001,10.81
"RS417","RussellSq","1",0.429696350105837,0.0195402485498796,NA,NA,NA,11.5874333923783,11.4,1.4,0.0291,0.473,0.00626,0.1,55.01,3.54,16.87
"RS418","RussellSq","1",0.368340821935946,0.052826716160035,NA,NA,NA,12.9040668185043,12.7,1.26,0.0295,0.358,0.00668,0.148,55.21,5.75,20.57
"RS419","RussellSq","1",0.445431956145678,0.108821582932393,NA,NA,NA,12.4819477680947,12.3,1.27,0.0286,0.32,0.00339,0.384,55.81,3.92,14.47
"RS420","RussellSq","1",0.486633516966106,-0.0202239213276735,NA,NA,NA,11.3521974045877,11.2,1.54,0.0235,0.39,0.00571,0.276,52.57,7.36,12.64
"RS421","RussellSq","1",0.443451666887979,0.0793026599550796,NA,NA,NA,13.2999800634244,13.1,1.48,0.028,0.336,0.00699,0.355,56.43,6.84,11.83
"RS422","RussellSq","1",0.441601019326875,0.0510317875375007,NA,NA,NA,13.5988258079616,13.4,1.41,0.0269,0.406,0.0077,0.0886,56.83,6.51000000000001,11.78
"RS423","RussellSq","1",0.474764111832641,0.0110026787967944,NA,NA,NA,11.1622866531811,11,1.46,0.0272,0.339,0.00335,0.128,54.61,4.69,12.62
"RS424","RussellSq","1",0.488063406510101,-0.0137010275402459,NA,NA,NA,10.1434074389197,10,1.42,0.0254,0.32,0.00321,0.0661,53.61,7.77,10.17
"RS425","RussellSq","1",0.56718432729045,-0.075162285196848,NA,NA,NA,7.95711591924443,7.84,1.37,0.0232,0.364,0.00424,0.07,50.24,4.72000000000001,9.9
"RS426","RussellSq","1",0.4727790867151,0.02547519917623,NA,NA,NA,12.5857961921988,12.4,1.4,0.0278,0.366,0.00534,0.0521,55.65,9.33000000000001,8.3
"RS427","RussellSq","1",0.493935732090231,-0.0180757606419865,NA,NA,NA,11.3679893716164,11.2,1.6,0.0263,0.404,0.00576,0.0877,54.74,4.98,10.69
"RS428","RussellSq","1",0.45582119605713,0.0379465805240425,NA,NA,NA,13.0926419619405,12.9,1.54,0.0291,0.362,0.00398,0.105,56.78,5.91,10.91
"RS429","RussellSq","1",0.541767761874729,-0.0467490011274855,NA,NA,NA,8.30385616739431,8.17,1.38,0.0254,0.351,0.00543,0.108,51.47,3.06,11.65
"RS430","RussellSq","1",0.483500878177771,-0.0325154322486209,NA,NA,NA,11.0597547649841,10.9,1.52,0.0251,0.465,0.00605,0.142,52.98,9.49,10.54
"RS431","RussellSq","1",0.49766548426946,-0.0445310251584906,NA,NA,NA,11.1577654168637,11,1.63,0.0248,0.488,0.00572,0.137,53.24,7.17,10.8
"RS432","RussellSq","1",0.422140510794241,0.0449113314410657,NA,NA,NA,14.3156170948002,14.1,1.67,0.0283,0.375,0.00809,0.174,57.79,7.82,11.3
"RS433","RussellSq","1",0.50004921134806,-0.0303328089034588,NA,NA,NA,9.84400870114745,9.69,1.47,0.0249,0.454,0.00786,0.135,52.89,7.58,10.24
"RS434","RussellSq","1",0.457559243230835,0.0723371014249862,NA,NA,NA,12.8032208349326,12.6,1.48,0.0303,0.389,0.00551,0.0725,58.4,5.82,8.34
"RS435","RussellSq","1",0.527493061635093,-0.0649333015317776,NA,NA,NA,8.99112005252561,8.82,1.43,0.0265,0.457,0.0134,0.0849,51.68,5.49,10.96
"RS436","RussellSq","1",0.452596604942156,0.0685693299745084,NA,NA,NA,15.2355941483386,15,1.53,0.0328,0.398,0.00401,0.0798,58.43,7.06,8.79
"RS437","RussellSq","1",0.521013370618299,-0.0885273801326553,NA,NA,NA,8.27471475407716,8.13,1.48,0.0226,0.509,0.0133,0.182,50.06,6.09999999999999,13.1
"RS438","RussellSq","1",0.460186390881144,0.0808884573391097,NA,NA,NA,15.2234181681106,15,1.53,0.0305,0.314,0.00471,0.154,58.45,4.85,9.81999999999999
"RS439","RussellSq","1",0.4817173982836,-0.0151895644660299,NA,NA,NA,11.3806601028089,11.2,1.42,0.0262,0.393,0.00932,0.104,53.62,5.34,13.08
"RS440","RussellSq","1",0.42328288896263,0.0309075616542059,NA,NA,NA,13.6197221727942,13.4,1.54,0.0274,0.371,0.012,0.141,56.66,11.53,9.71000000000001
"SM401","SanMarco","1",0.434916317220049,0.0504406062205993,NA,NA,NA,6.29128816644561,6.17,0.92,0.0272,0.323,0.00588,0.14,48.05,2.11,17.39
"SM402","SanMarco","1",0.382394708149359,0.117078217481752,NA,NA,NA,7.75153370176301,7.61,0.939,0.0287,0.316,0.00498,0.17,51.16,2.04,16.78
"SM403","SanMarco","1",0.454475069724046,0.0323527825891941,NA,NA,NA,7.05110053614596,6.93,1.13,0.0264,0.332,0.00387,0.084,49.09,2.02,13.94
"SM404","SanMarco","1",0.384228130826064,0.0337258784759957,NA,NA,NA,7.93173988765179,7.79,1.11,0.0266,0.383,0.00753,0.0688,49.38,3.73,20.95
"SM405","SanMarco","1",0.487489959573939,0.0156476634925928,NA,NA,NA,6.82244013899306,6.7,1.16,0.0255,0.399,0.0066,0.0624,48.86,4.41,14.07
"SM406","SanMarco","1",0.394311787725158,-0.015976972873528,NA,NA,NA,7.56491816613863,7.44,1.25,0.0244,0.459,0.00637,0.0269,48.27,4.04,22.15
"SM407","SanMarco","1",0.430709853510852,-0.0344347292505386,NA,NA,NA,7.21357465508421,7.1,1.3,0.0223,0.454,0.00673,0.06,47.48,3.98999999999999,20.3
"SM408","SanMarco","1",0.40188581897316,-0.00900718668325255,NA,NA,NA,7.32744436937877,7.2,1.16,0.0244,0.41,0.00811,0.035,47.98,5.56,23.59
"SM409","SanMarco","1",0.471215635078351,-0.0209347673935496,NA,NA,NA,6.17914412506225,6.07,1.09,0.0238,0.385,0.00672,0.0562,46.59,3.26,17.72
"SM410","SanMarco","1",0.381297925784456,0.0311511289508876,NA,NA,NA,8.72579850165597,8.56,1.22,0.0291,0.488,0.00878,0.106,49.85,5.51,22.16
"SM411","SanMarco","1",0.412340770774387,0.0526849916456976,NA,NA,NA,6.89218966235226,6.77,0.975,0.027,0.313,0.00398,0.0685,49.06,2.46,18.01
"SM412","SanMarco","1",0.385296767905789,0.20388135672533,NA,NA,NA,11.777226399061,11.3,1.19,0.0828,0.322,0.00355,0.377,55.47,7.6,14.99
"SM413","SanMarco","1",0.455951250491427,0.179703124204494,NA,NA,NA,14.5324195667361,14.3,1.13,0.0333,0.356,0.00407,0.0877,56.33,11.34,11.01
"SM414","SanMarco","1",0.409349692706863,0.046031371941803,NA,NA,NA,7.45251471548715,7.32,1.06,0.0277,0.407,0.00448,0.0823,49.29,2.73,18.06
"SM415","SanMarco","1",0.510871490649415,-0.00502227643735335,NA,NA,NA,7.0267269899549,6.89,1.04,0.0239,0.447,0.0134,0.0563,47.44,6.01,15.81
"SM416","SanMarco","1",0.433918375434277,-0.0183407945083445,NA,NA,NA,5.88181242953173,5.78,1.06,0.0237,0.426,0.0052,0.0515,46.43,2.09,19.93
"SM417","SanMarco","1",0.492983068614365,0.0160366459537527,NA,NA,NA,6.65242142205275,6.53,1.04,0.0258,0.346,0.00684,0.0833,47.81,4.83,15.63
"SM418","SanMarco","1",0.473347403588389,0.409268203621698,NA,NA,NA,15.8562808723776,15.5,1.19,0.0398,0.252,0.0192,1.02,61.14,16.05,7.09
"SM419","SanMarco","1",0.51897777785094,-0.0697706156096359,NA,NA,NA,6.05057335717913,5.95,1.17,0.0214,0.343,0.00746,0.0677,44.74,4.5,17.76
"SM420","SanMarco","1",0.569299879755834,0.343698238422512,NA,NA,NA,12.1270353661155,11.8,1.15,0.049,0.208,0.0118,0.955,57.67,16.28,5.35
"SM501","SanMarco","1",0.581580148449422,-0.0195286704364808,NA,NA,NA,6.50420608983079,6.39,1.23,0.024,0.351,0.00704,0.0525,47.77,3.83,7.27
"SM502","SanMarco","1",0.616541915584923,-0.0292238436973887,NA,NA,NA,5.96143397349244,5.85,1.17,0.0236,0.35,0.00888,0.089,46.65,4.84,7.18
"SM503","SanMarco","1",0.616553022840385,-0.047707115722274,NA,NA,NA,5.89739668687941,5.73,1.22,0.0349,0.502,0.015,0.0884,46.53,5.70999999999999,8.28
"SM504","SanMarco","1",0.485947523799931,-0.0300296785956081,NA,NA,NA,8.49409410746607,8.36,1.54,0.0236,0.379,0.00761,0.0798,49.4,7.69,16.4
"SM505","SanMarco","1",0.449298857350504,0.0367708320190953,NA,NA,NA,6.83363420473089,6.72,1.06,0.0254,0.305,0.00345,0.104,48.58,3.46,16.68
"SM506","SanMarco","1",0.406156873082164,0.0719978846819674,NA,NA,NA,7.22883854601141,7.1,1,0.0278,0.419,0.00388,0.172,49.31,2.37,17.98
"SM507","SanMarco","1",0.502758205652578,-0.0306764097281815,NA,NA,NA,5.67026078924071,5.57,1.09,0.0238,0.409,0.00533,0.118,45.49,3.64,17.22
"SM508","SanMarco","1",0.496132543227853,-0.0373578785818245,NA,NA,NA,6.1883295217259,6.07,1.15,0.0245,0.362,0.00924,0.0424,46.52,4.49,17.02
"SM509","SanMarco","1",0.537575146497151,-0.0330781446089019,NA,NA,NA,5.72379704447633,5.62,1.12,0.0228,0.353,0.00805,0.0828,46.08,4.55,14.38
"SM510","SanMarco","1",0.562737899252039,-0.0428187415424906,NA,NA,NA,5.05993665958757,4.97,1.04,0.0228,0.337,0.00521,0.107,44.6,3.8,13.83
"SM511","SanMarco","1",0.490397470763497,0.0232104597036101,NA,NA,NA,6.92331301800066,6.8,1.18,0.0254,0.349,0.00667,0.136,48.76,3.13,12.61
"SM512","SanMarco","1",0.626257948286295,-0.0247446448224871,NA,NA,NA,6.12261334367858,6.01,1.1,0.0241,0.356,0.00788,0.106,46.13,7.85,10.23
"SM513","SanMarco","1",0.545572995286692,-0.0559903278034294,NA,NA,NA,5.50018834811165,5.4,1.19,0.0234,0.385,0.00667,0.0463,45.7,5.11000000000001,14.91
"SM514","SanMarco","1",0.632157166586148,0.0248888724787884,NA,NA,NA,6.80422669736953,6.67,1.13,0.0258,0.327,0.0106,0.111,48.94,8.15,5.76000000000001
"SM515","SanMarco","1",0.518900442963839,0.0112651475852669,NA,NA,NA,6.38470547547061,6.26,0.985,0.026,0.362,0.00858,0.105,47.09,8.32,18.23
"SM516","SanMarco","1",0.557231161117386,-0.0320637793959297,NA,NA,NA,5.49355913273222,5.38,1.02,0.0237,0.381,0.0119,0.111,45.39,7.81,17.21
"SM517","SanMarco","1",0.562632603893425,-0.0409197137428784,NA,NA,NA,5.83892950618459,5.72,1.16,0.0228,0.464,0.0137,0.151,45.79,7.97,16.25
"SM518","SanMarco","1",0.537813967764144,-0.0082226021258978,NA,NA,NA,5.54144771373315,5.43,1.02,0.0243,0.356,0.00986,0.112,46.42,7.03,16.5
"SM519","SanMarco","1",0.590782226477222,-0.0840278545906766,NA,NA,NA,4.33547958832129,4.26,0.956,0.0215,0.358,0.00403,0.0586,42.27,4.88,16.21
"SM520","SanMarco","1",0.510569937103381,-0.00718681015617932,NA,NA,NA,5.68322801695493,5.59,0.903,0.0226,0.337,0.00417,0.168,44.73,5.77,19.9
"SC201","StPaulsCross","1",0.413221797126545,0.0352456492341119,NA,NA,NA,9.62630259139244,9.47,1.38,0.0281,0.429,0.00437,0.171,52.39,3.71,12.55
"SC202","StPaulsCross","1",0.398634369986946,0.0530821005926347,NA,NA,NA,10.16066076672,10,1.33,0.0285,0.512,0.00353,0.113,53.33,3.34,12.87
"SC203","StPaulsCross","1",0.398041513743502,0.0761816135605965,NA,NA,NA,10.9814869135525,10.8,1.37,0.0291,0.362,0.00627,0.0723,55.3,4.12,9.66
"SC204","StPaulsCross","1",0.41119207778093,0.0693316615389951,NA,NA,NA,10.5765349295161,10.4,1.38,0.028,0.366,0.00767,0.165,54.34,4.93,9.16999999999999
"SC205","StPaulsCross","1",0.324068722244718,0.168635002852563,NA,NA,NA,15.5417256810129,15.3,1.43,0.0327,0.333,0.0049,0.189,59.22,5.42,10.51
"SC206","StPaulsCross","1",0.363411763911794,0.0259198244618778,NA,NA,NA,12.7105861178154,12.5,1.74,0.0305,0.944,0.00731,0.105,55.41,4.11,12.96
"SC207","StPaulsCross","1",0.313624944420523,0.125597362135956,NA,NA,NA,15.7201355200052,15.5,1.52,0.0292,0.352,0.00495,0.132,58.27,8.31,10.46
"SC208","StPaulsCross","1",0.432682509847102,0.0484729178365703,NA,NA,NA,10.7796066587911,10.6,1.4,0.0276,0.408,0.00856,0.122,53.89,3.56,9.22
"SC209","StPaulsCross","1",0.331279071755757,0.10738380271455,NA,NA,NA,13.4174205384994,13.2,1.47,0.0305,0.357,0.00727,0.146,57.03,6.37,11.65
"SC210","StPaulsCross","1",0.363873209026679,0.0748025389304642,NA,NA,NA,13.1876853862946,13,1.48,0.0284,0.356,0.00359,0.108,55.58,6.92,10.52
